report_number,collision_date,collision_time,primary_road,secondary_road,collision_day_of_week,number_of_parties,primary_collision_factor,hit_and_run,collision_type,involved_with,pedestrian_action,reporting_district,police_beat,violation,timestamp,intersection,Latitude,Longitude,Accuracy Score,Accuracy Type,City,State,County,Zip
2022-0004610,2022-06-05,20:35:00,24TH ST,DOWNER AVE,Sunday,,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,7,22107,2022-06-05 20:35:00,"24TH ST AND DOWNER AVE, RICHMOND, CA",37.942971,-122.345429,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0004628,2022-06-06,13:14:00,MACDONALD AVE,37TH ST,Monday,,Traffic Signals and Signs,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,7,21451(a),2022-06-06 13:14:00,"MACDONALD AVE AND 37TH ST, RICHMOND, CA",37.933836,-122.334233,1.0,intersection,Richmond,CA,Contra Costa County,94805
2022-0004640,2022-06-06,17:29:00,MACDONALD AVE,23RD ST,Monday,,Traffic Signals and Signs,Misdemeanor,Not Stated,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,21453(a),2022-06-06 17:29:00,"MACDONALD AVE AND 23RD ST, RICHMOND, CA",37.935718,-122.347547,0.88,intersection,Richmond,CA,Contra Costa County,94804
2022-0004643,2022-06-06,18:26:00,MEEKER AVE,MARINA BAY PKWY,Monday,,Improper Turning,Misdemeanor,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,SOUTHERN,1,22107,2022-06-06 18:26:00,"MEEKER AVE AND MARINA BAY PKWY, RICHMOND, CA",37.920425,-122.347192,0.95,intersection,Richmond,CA,Contra Costa County,94804
2022-0004675,2022-06-07,16:00:00,HILLTOP DR,ROBERT MILLER DR,Tuesday,,Improper Passing,Misdemeanor,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,8,21750,2022-06-07 16:00:00,"HILLTOP DR AND ROBERT MILLER DR, RICHMOND, CA",37.977786,-122.333837,0.71,intersection,San Pablo,CA,Contra Costa County,94806
2022-0004676,2022-06-07,16:12:00,SAN PABLO AVE,GARVIN AVE,Tuesday,,Traffic Signals and Signs,Felony,Broadside,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,7,21453(a),2022-06-07 16:12:00,"SAN PABLO AVE AND GARVIN AVE, RICHMOND, CA",37.943795,-122.329086,1.0,intersection,Richmond,CA,Contra Costa County,94805
2022-0004717,2022-06-08,20:44:00,HARBOUR WAY,RIPLEY AVE,Wednesday,,Improper Turning,Felony,Head-On,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,5,22107,2022-06-08 20:44:00,"HARBOUR WAY AND RIPLEY AVE, RICHMOND, CA",37.940364,-122.359976,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0004749,2022-06-10,01:40:00,RICHMOND PKWY,RICHMOND PKWY,Friday,,Unknown,No,Hit Object,Fixed Object,No Pedestrian Involved,NORTHERN,5,,2022-06-10 01:40:00,"RICHMOND PKWY AND RICHMOND PKWY, RICHMOND, CA",37.927092,-122.38707,0.8,intersection,Richmond,CA,Contra Costa County,94801
2022-0004754,2022-06-10,10:40:00,6TH ST,PENNSYLVANIA AVE,Friday,,Unsafe Lane Change,Misdemeanor,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,5,21658(a),2022-06-10 10:40:00,"6TH ST AND PENNSYLVANIA AVE, RICHMOND, CA",37.942586,-122.363468,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0004761,2022-06-10,17:27:00,BARRETT AVE,SAN PABLO AVE,Friday,,Unknown,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,,7,,2022-06-10 17:27:00,"BARRETT AVE AND SAN PABLO AVE, RICHMOND, CA",37.935302,-122.325046,1.0,intersection,Richmond,CA,Contra Costa County,94805
2022-0004768,2022-06-10,20:00:00,BARRETT AVE,18TH ST,Friday,,Unknown,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,,2022-06-10 20:00:00,"BARRETT AVE AND 18TH ST, RICHMOND, CA",37.938448,-122.352501,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0004769,2022-06-11,02:31:00,BARRETT AVE,8TH ST,Saturday,,Improper Turning,Misdemeanor,Hit Object,Fixed Object,No Pedestrian Involved,CENTRAL,6,22107,2022-06-11 02:31:00,"BARRETT AVE AND 8TH ST, RICHMOND, CA",37.938414,-122.361834,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0004770,2022-06-09,18:00:00,MACDONALD AVE,27TH ST,Thursday,,Unsafe Speed,Felony,Rear-End,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,7,22350,2022-06-09 18:00:00,"MACDONALD AVE AND 27TH ST, RICHMOND, CA",37.935068,-122.342945,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0004780,2022-06-11,19:05:00,RICHMOND PKWY,BLUME DR,Saturday,,Traffic Signals and Signs,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,,8,21453(a),2022-06-11 19:05:00,"RICHMOND PKWY AND BLUME DR, RICHMOND, CA",37.951925,-122.372722,0.6,street_center,Richmond,CA,Contra Costa County,94801
2022-0004781,2022-06-11,17:45:00,W CUTTING BLVD,CANAL BLVD,Saturday,,Unsafe Speed,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,1,22350,2022-06-11 17:45:00,"W CUTTING BLVD AND CANAL BLVD, RICHMOND, CA",37.925272,-122.378206,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0004784,2022-06-11,23:43:00,26TH ST,ANDRADE AVE,Saturday,,Driving Under Influence,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,NORTHERN,7,23152(a),2022-06-11 23:43:00,"26TH ST AND ANDRADE AVE, RICHMOND, CA",37.947769,-122.343153,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0004819,2022-06-11,08:30:00,S 9TH ST,FLORIDA AVE,Saturday,,Wrong Side of Road,Misdemeanor,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,1,21650,2022-06-11 08:30:00,"S 9TH ST AND FLORIDA AVE, RICHMOND, CA",37.929424,-122.36102,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0004828,2022-06-13,18:00:00,RHEEM AVE,29TH ST,Monday,,Unsafe Starting or Backing,Misdemeanor,Other,Other Motor Vehicle,No Pedestrian Involved,,7,22106,2022-06-13 18:00:00,"RHEEM AVE AND 29TH ST, RICHMOND, CA",37.949861,-122.338819,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0004848,2022-06-14,18:41:00,OHIO AVE,20TH ST,Tuesday,,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,2,22450(a),2022-06-14 18:41:00,"OHIO AVE AND 20TH ST, RICHMOND, CA",37.930759,-122.350399,0.73,intersection,Richmond,CA,Contra Costa County,94804
2022-0004850,2022-06-14,19:31:00,BAYVIEW AVE,S 57TH ST,Tuesday,,Driving Under Influence,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,23152(a),2022-06-14 19:31:00,"BAYVIEW AVE AND S 57TH ST, RICHMOND, CA",37.915613,-122.315305,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0004892,2022-06-16,11:30:00,ESMOND AVE,WILSON AVE,Thursday,,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,7,22450(a),2022-06-16 11:30:00,"ESMOND AVE AND WILSON AVE, RICHMOND, CA",37.945174,-122.330718,1.0,intersection,Richmond,CA,Contra Costa County,94805
2022-0004900,2022-06-16,15:30:00,OHIO AVE,S 6TH ST,Thursday,,Wrong Side of Road,Felony,Head-On,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,1,21650,2022-06-16 15:30:00,"OHIO AVE AND S 6TH ST, RICHMOND, CA",37.930828,-122.363959,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0004904,2022-06-16,14:42:00,NEVIN AVE,20TH ST,Thursday,,Unsafe Speed,Misdemeanor,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,4,22350,2022-06-16 14:42:00,"NEVIN AVE AND 20TH ST, RICHMOND, CA",37.936861,-122.350534,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0004910,2022-06-16,21:00:00,23RD ST,COSTA AVE,Thursday,,Driving Under Influence,Misdemeanor,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,4,23152(a),2022-06-16 21:00:00,"23RD ST AND COSTA AVE, RICHMOND, CA",37.944844,-122.347321,1.0,street_center,Richmond,CA,Contra Costa County,94804
2022-0004929,2022-06-17,13:15:00,MCBRYDE AVE,34TH ST,Friday,,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,7,21802(a),2022-06-17 13:15:00,"MCBRYDE AVE AND 34TH ST, RICHMOND, CA",37.947054,-122.334567,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0004933,2022-06-17,15:01:00,23RD ST,WENDELL AVE,Friday,,Auto R/W Violation,Misdemeanor,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,7,21804(a),2022-06-17 15:01:00,"23RD ST AND WENDELL AVE, RICHMOND, CA",37.945601,-122.347461,0.79,intersection,Richmond,CA,Contra Costa County,94804
2022-0004936,2022-06-17,19:30:00,BARRETT AVE,19TH ST,Friday,,Following Too Closely,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,21703,2022-06-17 19:30:00,"BARRETT AVE AND 19TH ST, RICHMOND, CA",37.938463,-122.351497,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0004939,2022-06-17,22:26:00,23RD ST,BARRETT AVE,Friday,,Improper Turning,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,22107,2022-06-17 22:26:00,"23RD ST AND BARRETT AVE, RICHMOND, CA",37.938468,-122.347523,0.91,intersection,Richmond,CA,Contra Costa County,94804
2022-0004947,2022-06-18,04:29:00,RICHMOND PKWY,GIANT RD,Saturday,,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,NORTHERN,8,22350,2022-06-18 04:29:00,"RICHMOND PKWY AND GIANT RD, RICHMOND, CA",37.979935,-122.352789,0.74,intersection,San Pablo,CA,Contra Costa County,94806
2022-0004956,2022-06-18,16:00:00,35TH ST,BARRETT AVE,Saturday,,Unsafe Starting or Backing,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,7,22106,2022-06-18 16:00:00,"35TH ST AND BARRETT AVE, RICHMOND, CA",37.936773,-122.33548,1.0,intersection,Richmond,CA,Contra Costa County,94805
2022-0004960,2022-06-18,20:17:00,CHANSLOR AVE,16TH ST,Saturday,,Traffic Signals and Signs,Misdemeanor,Broadside,Other Motor Vehicle,No Pedestrian Involved,,6,22450(a),2022-06-18 20:17:00,"CHANSLOR AVE AND 16TH ST, RICHMOND, CA",37.93247,-122.354263,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0004961,2022-06-18,21:56:00,FITZGERALD DR,I-80 E,Saturday,,Improper Passing,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,OCL,OOJ,21809(a),2022-06-18 21:56:00,"FITZGERALD DR AND I-80 E, RICHMOND, CA",37.947523,-122.384032,1.0,place,Richmond,CA,Contra Costa County,94801
2022-0004962,2022-06-18,21:52:00,TEWKSBURY AVE,SANTA FE AVE,Saturday,,Improper Turning,Misdemeanor,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,SOUTHERN,1,22107,2022-06-18 21:52:00,"TEWKSBURY AVE AND SANTA FE AVE, RICHMOND, CA",37.927483,-122.385682,0.92,intersection,Richmond,CA,Contra Costa County,94801
2022-0004963,2022-06-18,22:47:00,S 23RD ST,OHIO AVE,Saturday,,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,2,22350,2022-06-18 22:47:00,"S 23RD ST AND OHIO AVE, RICHMOND, CA",37.930768,-122.348589,0.88,intersection,Richmond,CA,Contra Costa County,94804
2022-0004964,2022-06-19,00:34:00,CUTTING BLVD,S 23RD ST,Sunday,,Other Hazardous Movement,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,2,23123(a),2022-06-19 00:34:00,"CUTTING BLVD AND S 23RD ST, RICHMOND, CA",37.925193,-122.347665,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0004968,2022-06-19,01:45:00,SAN PABLO AVE,HILLTOP DR,Sunday,,Unsafe Speed,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,8,22350,2022-06-19 01:45:00,"SAN PABLO AVE AND HILLTOP DR, RICHMOND, CA",37.987184,-122.339643,0.66,intersection,San Pablo,CA,Contra Costa County,94806
2022-0004971,2022-06-19,05:45:00,ESMOND AVE,17TH ST,Sunday,,Traffic Signals and Signs,Misdemeanor,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,,4,22450(a),2022-06-19 05:45:00,"ESMOND AVE AND 17TH ST, RICHMOND, CA",37.945273,-122.353811,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0005038,2022-06-21,16:00:00,RICHMOND PKWY,HENSLEY ST,Tuesday,,Traffic Signals and Signs,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,5,21453(a),2022-06-21 16:00:00,"RICHMOND PKWY AND HENSLEY ST, RICHMOND, CA",37.946422,-122.366081,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0005040,2022-06-21,19:40:00,BISSELL AVE,39TH ST,Tuesday,,Traffic Signals and Signs,No,Sideswipe,Bicycle,No Pedestrian Involved,NORTHERN,7,22450(a),2022-06-21 19:40:00,"BISSELL AVE AND 39TH ST, RICHMOND, CA",37.932847,-122.332532,1.0,intersection,Richmond,CA,Contra Costa County,94805
2022-0005042,2022-06-22,01:14:00,CHANSLOR AVE,MURDOCK ST,Wednesday,,Improper Turning,Misdemeanor,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,,7,22107,2022-06-22 01:14:00,"CHANSLOR AVE AND MURDOCK ST, RICHMOND, CA",37.93183,-122.34457,0.95,intersection,Richmond,CA,Contra Costa County,94804
2022-0005091,2022-06-23,14:45:00,MARINA WAY,BISSELL AVE,Thursday,,Ped R/W Violation,Felony,Vehicle - Pedestrian,Pedestrian,Crossing In Crosswalk At Intersection,CENTRAL,6,21950(a),2022-06-23 14:45:00,"MARINA WAY AND BISSELL AVE, RICHMOND, CA",37.934078,-122.356181,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0005096,2022-06-23,16:51:00,SAN PABLO AVE,MACDONALD AVE,Thursday,,Unsafe Speed,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,7,22350,2022-06-23 16:51:00,"SAN PABLO AVE AND MACDONALD AVE, RICHMOND, CA",37.932296,-122.323367,1.0,intersection,Richmond,CA,Contra Costa County,94805
2022-0005121,2022-06-24,22:05:00,CUTTING BLVD,S 37TH ST,Friday,,Driving Under Influence,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,23152(b),2022-06-24 22:05:00,"CUTTING BLVD AND S 37TH ST, RICHMOND, CA",37.925336,-122.334291,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0005138,2022-06-25,19:40:00,MAINE AVE,S 16TH ST,Saturday,,Unsafe Speed,No,Head-On,Parked Motor Vehicle,No Pedestrian Involved,SOUTHERN,2,22350,2022-06-25 19:40:00,"MAINE AVE AND S 16TH ST, RICHMOND, CA",37.927966,-122.353973,0.99,intersection,Richmond,CA,Contra Costa County,94804
2022-0005139,2022-06-25,19:47:00,CUTTING BLVD,MARINA WAY S,Saturday,,Unsafe Speed,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,2,22350,2022-06-25 19:47:00,"CUTTING BLVD AND MARINA WAY S, RICHMOND, CA",37.925204,-122.355873,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0005146,2022-06-26,04:48:00,22ND ST,GRANT AVE,Sunday,,Unsafe Speed,Misdemeanor,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,4,22350,2022-06-26 04:48:00,"22ND ST AND GRANT AVE, RICHMOND, CA",37.941415,-122.348408,0.99,intersection,Richmond,CA,Contra Costa County,94801
2022-0005164,2022-06-26,20:04:00,KLOSE WAY,BLUME DR,Sunday,,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,NORTHERN,8,22107,2022-06-26 20:04:00,"KLOSE WAY AND BLUME DR, RICHMOND, CA",38.798791,-120.820769,0.86,place,Kelsey,CA,El Dorado County,95643
2022-0005222,2022-06-26,00:25:00,CARLSON BLVD,TEHAMA AVE,Sunday,,Unsafe Starting or Backing,Misdemeanor,Broadside,Parked Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,22106,2022-06-26 00:25:00,"CARLSON BLVD AND TEHAMA AVE, RICHMOND, CA",37.910226,-122.315935,0.94,intersection,Richmond,CA,Contra Costa County,94804
2022-0005261,2022-06-29,07:47:00,S 11TH ST,OHIO AVE,Wednesday,,Unsafe Starting or Backing,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,2,22106,2022-06-29 07:47:00,"S 11TH ST AND OHIO AVE, RICHMOND, CA",37.930776,-122.359028,0.92,intersection,Richmond,CA,Contra Costa County,94804
2022-0005263,2022-06-29,08:06:00,BERK AVE,S 45TH ST,Wednesday,,Pedestrian Violation,No,Vehicle - Pedestrian,Pedestrian,Crossing In Crosswalk Not At Intersection,SOUTHERN,3,21950(b),2022-06-29 08:06:00,"BERK AVE AND S 45TH ST, RICHMOND, CA",37.922708,-122.32718,0.96,intersection,Richmond,CA,Contra Costa County,94804
2022-0005277,2022-06-29,13:00:00,GAYNOR AVE,28TH ST,Wednesday,,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,7,22450(a),2022-06-29 13:00:00,"GAYNOR AVE AND 28TH ST, RICHMOND, CA",37.944373,-122.340935,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0005360,2022-07-03,14:04:00,23RD ST,HELLINGS AVE,Sunday,,Improper Turning,Misdemeanor,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,22107,2022-07-03 14:04:00,"23RD ST AND HELLINGS AVE, RICHMOND, CA",37.944844,-122.347321,1.0,street_center,Richmond,CA,Contra Costa County,94804
2022-0005365,2022-07-03,19:17:00,ANDRADE AVE,32ND ST,Sunday,,Improper Turning,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,NORTHERN,7,22107,2022-07-03 19:17:00,"ANDRADE AVE AND 32ND ST, RICHMOND, CA",37.94779,-122.336741,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0005388,2022-07-04,13:51:00,BURBECK AVE,18TH ST,Monday,,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,21802(a),2022-07-04 13:51:00,"BURBECK AVE AND 18TH ST, RICHMOND, CA",37.943117,-122.35207,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0005389,2022-07-04,14:17:00,DORNAN DR,POSEY AVE,Monday,,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,1,21801(a),2022-07-04 14:17:00,"DORNAN DR AND POSEY AVE, RICHMOND, CA",37.921233,-122.385563,0.87,intersection,Richmond,CA,Contra Costa County,94801
2022-0005394,2022-07-04,15:45:00,GIANT HWY,RICHMOND PKWY,Monday,,Driving Under Influence,No,Hit Object,Fixed Object,No Pedestrian Involved,NORTHERN,8,23152(a),2022-07-04 15:45:00,"GIANT HWY AND RICHMOND PKWY, RICHMOND, CA",37.979935,-122.352789,0.74,intersection,San Pablo,CA,Contra Costa County,94806
2022-0005397,2022-07-04,18:40:00,7TH ST,LUCAS AVE,Monday,,Driving Under Influence,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,5,23152(a),2022-07-04 18:40:00,"7TH ST AND LUCAS AVE, RICHMOND, CA",37.944445,-122.362683,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0005415,2022-07-05,09:39:00,CUTTING BLVD,I-80 W,Tuesday,,Improper Turning,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,22100.5,2022-07-05 09:39:00,"CUTTING BLVD AND I-80 W, RICHMOND, CA",37.925085,-122.320819,0.78,intersection,El Cerrito,CA,Contra Costa County,94530
2022-0005444,2022-07-06,02:06:00,S 2ND ST,CUTTING BLVD,Wednesday,,,No,Hit Object,Parked Motor Vehicle,No Pedestrian Involved,SOUTHERN,1,21651(a),2022-07-06 02:06:00,"S 2ND ST AND CUTTING BLVD, RICHMOND, CA",37.925256,-122.367966,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0005452,2022-07-06,09:45:00,REGATTA BLVD,MEADE ST,Wednesday,,Wrong Side of Road,No,Hit Object,Fixed Object,No Pedestrian Involved,SOUTHERN,1,21650,2022-07-06 09:45:00,"REGATTA BLVD AND MEADE ST, RICHMOND, CA",37.917524,-122.35544,1.0,street_center,Richmond,CA,Contra Costa County,94804
2022-0005466,2022-07-06,15:41:00,ROOSEVELT AVE,22ND ST,Wednesday,,Other Than Driver,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,,2022-07-06 15:41:00,"ROOSEVELT AVE AND 22ND ST, RICHMOND, CA",37.939971,-122.348514,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0005494,2022-07-07,15:30:00,SAN PABLO AVE,BARRETT AVE,Thursday,,Unknown,No,Hit Object,Fixed Object,No Pedestrian Involved,,7,,2022-07-07 15:30:00,"SAN PABLO AVE AND BARRETT AVE, RICHMOND, CA",37.935302,-122.325046,1.0,intersection,Richmond,CA,Contra Costa County,94805
2022-0005504,2022-07-08,03:08:00,MONTEREY ST,CARL AVE,Friday,,Improper Turning,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,22107,2022-07-08 03:08:00,"MONTEREY ST AND CARL AVE, RICHMOND, CA",37.947523,-122.384032,0.95,place,Richmond,CA,Contra Costa County,94801
2022-0005531,2022-07-09,20:45:00,CUTTING BLVD,MARINA WAY S,Saturday,,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,2,21453(a),2022-07-09 20:45:00,"CUTTING BLVD AND MARINA WAY S, RICHMOND, CA",37.925204,-122.355873,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0005559,2022-07-11,01:26:00,23RD ST,BROOKS AVE,Monday,,Unsafe Lane Change,No,Head-On,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,7,21658(a),2022-07-11 01:26:00,"23RD ST AND BROOKS AVE, RICHMOND, CA",37.940813,-122.347462,0.76,intersection,Richmond,CA,Contra Costa County,94804
2022-0005570,2022-07-11,09:38:00,RICHMOND PKWY,RICHMOND PKWY,Monday,,Ped R/W Violation,No,Vehicle - Pedestrian,Pedestrian,Crossing In Crosswalk At Intersection,NORTHERN,8,21950(a),2022-07-11 09:38:00,"RICHMOND PKWY AND RICHMOND PKWY, RICHMOND, CA",37.927092,-122.38707,0.8,intersection,Richmond,CA,Contra Costa County,94801
2022-0005617,2022-07-12,19:04:00,CANAL BLVD,I-580 W,Tuesday,,Unknown,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,,1,,2022-07-12 19:04:00,"CANAL BLVD AND I-580 W, RICHMOND, CA",37.927659,-122.37836,0.76,intersection,Richmond,CA,Contra Costa County,94804
2022-0005634,2022-07-13,14:06:00,SAN PABLO AVE,ESMOND AVE,Wednesday,,Wrong Side of Road,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,7,21650,2022-07-13 14:06:00,"SAN PABLO AVE AND ESMOND AVE, RICHMOND, CA",37.945516,-122.329907,1.0,intersection,Richmond,CA,Contra Costa County,94805
2022-0005635,2022-07-13,14:30:00,JULIGA WOODS ST,S 33RD ST,Wednesday,,Unknown,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,,2,,2022-07-13 14:30:00,"JULIGA WOODS ST AND S 33RD ST, RICHMOND, CA",37.947523,-122.384032,0.5,place,Richmond,CA,Contra Costa County,94801
2022-0005636,2022-07-13,14:30:00,13TH ST,RHEEM AVE,Wednesday,,Unsafe Starting or Backing,Misdemeanor,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,4,22106,2022-07-13 14:30:00,"13TH ST AND RHEEM AVE, RICHMOND, CA",37.949587,-122.357174,0.83,intersection,Richmond,CA,Contra Costa County,94801
2022-0005643,2022-07-10,03:00:00,30TH ST,31ST ST,Sunday,,Unknown,Misdemeanor,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,NORTHERN,7,,2022-07-10 03:00:00,"30TH ST AND 31ST ST, RICHMOND, CA",37.943,-122.338412,0.92,intersection,Richmond,CA,Contra Costa County,94804
2022-0005647,2022-07-13,23:51:00,CUTTING BLVD,S 50TH ST,Wednesday,,Unsafe Speed,Misdemeanor,Broadside,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,22350,2022-07-13 23:51:00,"CUTTING BLVD AND S 50TH ST, RICHMOND, CA",37.925486,-122.322647,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0005650,2022-07-14,05:51:00,22ND ST,MACDONALD AVE,Thursday,,Unknown,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,,2022-07-14 05:51:00,"22ND ST AND MACDONALD AVE, RICHMOND, CA",37.93572,-122.348568,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0005659,2022-07-14,15:00:00,MACDONALD AVE,27TH ST,Thursday,,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,7,21801(a),2022-07-14 15:00:00,"MACDONALD AVE AND 27TH ST, RICHMOND, CA",37.935068,-122.342945,1.0,intersection,Richmond,CA,Contra Costa County,94804
